NCT Number,Study Status,Study Results,Conditions,Sponsor,Sex,Age,Phases,Enrollment,Trial Duration (days),Number of Sites,Intervention Type,has_collaborator,Allocation,Primary Purpose,blinding_level,query_rate,risk_category,therapeutic_area,sponsor_type,protocol_amendment_count,crf_page_count,site_experience_score,country_risk_score,investigator_tenure_years,screen_failure_rate,enrollment_velocity,avg_time_visit_to_entry_days,edit_check_density_per_domain,historical_query_resolution_time_days,sdtm_domain_count,complex_derivations_flag,external_data_feeds_count
NCT03311126,TERMINATED,YES,Mantle Cell Lymphoma|Non-hodgkin Lymphoma|Non Hodgkin Lymphoma,"University of Wisconsin, Madison",ALL,"ADULT, OLDER_ADULT",PHASE2,21.0,2131,1,DRUG,1,UNKNOWN,TREATMENT,0,59.97,HIGH,ONCOLOGY,ACADEMIC_GOVT,5,138,5.47,3,5.09,0.3408,0.29563585171281087,9.6,37,18.9,8,1,3
NCT02243358,COMPLETED,YES,Pancreas Neoplasm Malignant Resectable,Henry Ford Health System,ALL,"ADULT, OLDER_ADULT",PHASE2,24.0,2173,1,DRUG,0,UNKNOWN,TREATMENT,0,61.6,HIGH,ONCOLOGY,INDUSTRY,3,82,5.8,1,7.54,0.3456,0.33133916244822825,2.9,24,11.8,15,1,1
NCT01094548,COMPLETED,YES,Multiple Myeloma,"Merck KGaA, Darmstadt, Germany",ALL,"ADULT, OLDER_ADULT",PHASE2,34.0,1521,1,BIOLOGICAL,0,RANDOMIZED,TREATMENT,0,28.03,MEDIUM,ONCOLOGY,INDUSTRY,3,178,6.72,1,1.2,0.285,0.6706114398422091,1.9,41,7.0,20,1,1
NCT01071226,COMPLETED,NO,"Malignant Diseases (ie, Leukemia, MDS, Lymphoma)|Non-malignant Diseases (ie, Bone Marrow Failure Syndromes)",Medical College of Wisconsin,ALL,"CHILD, ADULT",NOT_REPORTED,60.0,4380,1,DEVICE,1,NON_RANDOMIZED,TREATMENT,0,24.34,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,6,122,6.86,1,3.86,0.2555,0.410958904109589,6.9,35,8.1,17,1,0
NCT00692926,COMPLETED,NO,"MDS|Anemia, Aplastic|Inborn Errors of Metabolism|Congenital Marrow Failure|Congenital Immunodeficiency Syndrome","Joanne Kurtzberg, MD",ALL,"CHILD, ADULT",PHASE1,37.0,2465,1,BIOLOGICAL,1,NON_RANDOMIZED,TREATMENT,0,29.13,MEDIUM,OTHER,INDUSTRY,3,68,6.7,4,0.5,0.3557,0.4503042596348884,0.9,11,2.4,10,0,5
NCT02078648,COMPLETED,YES,Adult Brain Glioblastoma|Glioblastoma Multiforme,"Stemline Therapeutics, Inc.",ALL,"ADULT, OLDER_ADULT",PHASE2,74.0,1362,16,DRUG,0,RANDOMIZED,TREATMENT,0,36.61,MEDIUM,NEUROLOGY,INDUSTRY,4,120,4.64,3,7.01,0.4437,1.6299559471365639,1.2,36,6.0,11,1,1
NCT06070155,COMPLETED,NO,Trace Elements Levels After Breast Cancer Radiotherapy,Cairo University,FEMALE,ADULT,NOT_REPORTED,28.0,830,1,OTHER,0,RANDOMIZED,TREATMENT,2,13.29,LOW,ONCOLOGY,ACADEMIC_GOVT,3,103,6.5,2,0.5,0.5498,1.0120481927710843,8.5,27,6.0,11,1,2
NCT00820755,COMPLETED,YES,Non-Small Cell Lung Cancer (NSCLC),"Merck KGaA, Darmstadt, Germany",ALL,"ADULT, OLDER_ADULT",PHASE3,583.0,1612,1,DRUG,0,RANDOMIZED,TREATMENT,0,84.37,HIGH,ONCOLOGY,INDUSTRY,12,261,7.64,1,4.5,0.2023,10.849875930521092,2.0,56,4.7,20,1,6
NCT01583426,COMPLETED,NO,Tubular Breast Cancer Stage II|Mucinous Breast Cancer Stage II|Breast Cancer Female NOS|Invasive Ductal Breast Cancer|Tubular Breast Cancer Stage III|HER-2 Positive Breast Cancer|Inflammatory Breast Cancer Stage IV|Inflammatory Breast Cancer,GBG Forschungs GmbH,FEMALE,"ADULT, OLDER_ADULT",PHASE3,1229.0,2344,1,DRUG,1,RANDOMIZED,TREATMENT,0,64.94,HIGH,ONCOLOGY,INDUSTRY,12,218,6.44,2,0.63,0.3981,15.72952218430034,4.1,76,3.5,20,1,0
NCT02702921,COMPLETED,YES,Non Small Cell Lung Cancer,Ethicon Endo-Surgery,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,201.0,424,1,DEVICE,0,RANDOMIZED,TREATMENT,0,68.87,HIGH,ONCOLOGY,INDUSTRY,2,98,7.04,1,1.94,0.3433,14.221698113207548,1.3,30,5.6,13,1,0
NCT01358721,COMPLETED,YES,Renal Cell Carcinoma,Bristol-Myers Squibb,ALL,"ADULT, OLDER_ADULT",PHASE1,119.0,2798,14,DRUG,1,RANDOMIZED,BASIC_SCIENCE,0,20.78,LOW,ONCOLOGY,INDUSTRY,3,63,7.72,1,0.53,0.1636,1.2759113652609007,3.5,19,5.1,13,0,3
NCT00387504,COMPLETED,NO,"Unspecified Adult Solid Tumor, Protocol Specific",California Cancer Consortium,ALL,"ADULT, OLDER_ADULT",PHASE1,21.0,2434,7,DRUG,1,UNKNOWN,TREATMENT,0,27.18,MEDIUM,ONCOLOGY,INDUSTRY,1,68,4.44,2,8.34,0.2871,0.25883319638455216,4.2,11,4.6,6,0,2
NCT04562233,TERMINATED,NO,Breast Cancer|Resistance Training,"Rutgers, The State University of New Jersey",FEMALE,"ADULT, OLDER_ADULT",NOT_REPORTED,56.0,996,1,BEHAVIORAL,0,RANDOMIZED,SUPPORTIVE_CARE,0,16.08,LOW,ONCOLOGY,ACADEMIC_GOVT,3,50,7.37,2,3.16,0.2105,1.686746987951807,0.7,8,15.0,4,0,0
NCT01764347,COMPLETED,NO,Prostate Cancer,University of Southern California,MALE,"CHILD, ADULT, OLDER_ADULT",NOT_REPORTED,24.0,1035,1,PROCEDURE,1,UNKNOWN,DIAGNOSTIC,0,16.09,LOW,ONCOLOGY,ACADEMIC_GOVT,8,82,4.7,2,1.25,0.1788,0.6956521739130435,5.0,23,11.2,3,1,3
NCT02370238,COMPLETED,YES,Metastatic Breast Cancer,Dompé Farmaceutici S.p.A,FEMALE,"ADULT, OLDER_ADULT",PHASE2,194.0,1699,77,DRUG,1,RANDOMIZED,TREATMENT,3,33.89,MEDIUM,ONCOLOGY,INDUSTRY,6,141,8.14,3,0.5,0.4327,3.42554443790465,3.2,47,4.1,10,1,1
NCT00002548,COMPLETED,NO,Multiple Myeloma,SWOG Cancer Research Network,ALL,"ADULT, OLDER_ADULT",PHASE3,899.0,4687,34,BIOLOGICAL,1,RANDOMIZED,TREATMENT,0,134.76,HIGH,ONCOLOGY,INDUSTRY,12,259,7.21,1,0.73,0.1624,5.754213782803499,3.3,109,4.4,20,1,3
NCT01338948,COMPLETED,NO,Gastric Cancer,Yonsei University,ALL,"ADULT, OLDER_ADULT",PHASE2,12.0,122,1,PROCEDURE,0,UNKNOWN,TREATMENT,0,18.32,LOW,ONCOLOGY,ACADEMIC_GOVT,1,95,6.26,1,3.48,0.3503,2.9508196721311477,8.2,24,3.9,5,1,0
NCT03714555,TERMINATED,YES,Metastatic Pancreatic Cancer,HonorHealth Research Institute,ALL,"ADULT, OLDER_ADULT",PHASE2,1.0,286,1,DIAGNOSTIC_TEST,1,NON_RANDOMIZED,TREATMENT,0,22.51,LOW,ONCOLOGY,ACADEMIC_GOVT,3,70,6.36,1,0.56,0.3285,0.1048951048951049,5.7,20,13.7,8,1,0
NCT00023855,COMPLETED,NO,"Unspecified Adult Solid Tumor, Protocol Specific","University of Wisconsin, Madison",ALL,"ADULT, OLDER_ADULT",PHASE1,24.0,852,1,DRUG,1,UNKNOWN,TREATMENT,0,28.83,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,2,43,4.73,2,11.02,0.4408,0.8450704225352114,1.4,10,8.5,7,0,3
NCT03404726,TERMINATED,NO,Leukemia,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1,40.0,1034,5,DRUG,0,NON_RANDOMIZED,TREATMENT,0,26.03,MEDIUM,ONCOLOGY,INDUSTRY,1,57,4.22,1,3.26,0.1805,1.1605415860735009,4.7,12,1.4,5,1,1
NCT03132155,TERMINATED,YES,Clear Cell Sarcoma,"NantPharma, LLC",ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,8.0,1119,2,DRUG,0,UNKNOWN,TREATMENT,0,31.16,MEDIUM,ONCOLOGY,INDUSTRY,8,104,6.07,1,0.5,0.7113,0.21447721179624665,7.8,28,13.5,7,0,3
NCT00120848,COMPLETED,NO,"Infections, Papillomavirus",GlaxoSmithKline,FEMALE,ADULT,PHASE2,776.0,1338,27,BIOLOGICAL,0,RANDOMIZED,PREVENTION,4,133.46,HIGH,INFECTIOUS DISEASE,INDUSTRY,4,143,7.56,4,1.04,0.1247,17.39910313901345,2.9,46,1.1,18,1,4
NCT00110955,COMPLETED,NO,Anemia|Non-Myeloid Malignancies,Amgen,ALL,"ADULT, OLDER_ADULT",PHASE3,391.0,425,0,DRUG,0,RANDOMIZED,TREATMENT,4,51.31,HIGH,OTHER,INDUSTRY,4,220,4.91,1,20.0,0.1726,27.6,1.4,59,3.7,20,1,0
NCT01552655,COMPLETED,NO,Breast Cancer Recurrent,Odense University Hospital,FEMALE,"ADULT, OLDER_ADULT",NOT_REPORTED,101.0,1096,1,RADIATION,0,UNKNOWN,DIAGNOSTIC,1,38.07,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,1,120,7.28,1,13.87,0.2905,2.7645985401459856,1.5,25,9.9,5,1,2
NCT01703455,COMPLETED,NO,Salivary Gland Cancer,"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",ALL,"ADULT, OLDER_ADULT",PHASE2,37.0,853,1,DRUG,0,UNKNOWN,DIAGNOSTIC,0,19.75,LOW,ONCOLOGY,INDUSTRY,5,95,4.75,5,0.63,0.3383,1.3012895662368111,7.2,27,2.5,10,0,2
NCT03742258,COMPLETED,YES,"Diffuse Large B-Cell Lymphoma|Diffuse Large B-Cell Lymphoma Activated B-Cell Type|Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type|Diffuse Large B-Cell Lymphoma, Not Otherwise Specified|High Grade B-Cell Lymphoma With MYC and BCL2 and/or BCL6 Rearrangements|High Grade B-Cell Lymphoma, Not Otherwise Specified|T-Cell/Histiocyte-Rich Large B-Cell Lymphoma",Northwestern University,ALL,"ADULT, OLDER_ADULT",PHASE1,12.0,1793,2,DRUG,1,NON_RANDOMIZED,TREATMENT,0,17.14,LOW,ONCOLOGY,ACADEMIC_GOVT,4,49,4.1,1,5.98,0.1194,0.2007808142777468,4.2,14,11.1,11,1,2
NCT00954278,COMPLETED,NO,"Carcinoma, Non Small Cell Lung","University of Wisconsin, Madison",ALL,"ADULT, OLDER_ADULT",PHASE1,24.0,2339,1,DRUG,1,UNKNOWN,TREATMENT,0,38.08,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,0,66,4.37,1,13.38,0.114,0.30782385634886705,6.7,12,8.3,10,0,2
NCT00915278,TERMINATED,YES,Advanced Non-Hematologic Malignancies,Pfizer,ALL,"ADULT, OLDER_ADULT",PHASE1,33.0,1218,7,DRUG,0,UNKNOWN,TREATMENT,0,10.53,LOW,OTHER,INDUSTRY,3,63,3.75,4,2.56,0.1699,0.812807881773399,2.2,18,5.4,12,1,1
NCT00996255,TERMINATED,NO,Advanced/Metastatic Solid Tumors,Nerviano Medical Sciences,ALL,"ADULT, OLDER_ADULT",PHASE1,19.0,457,2,DRUG,0,UNKNOWN,TREATMENT,0,45.76,HIGH,ONCOLOGY,INDUSTRY,2,57,6.43,2,1.53,0.2045,1.2472647702407003,1.9,15,6.6,12,0,3
NCT01648348,COMPLETED,YES,Adult Anaplastic Astrocytoma|Adult Anaplastic Oligodendroglioma|Adult Giant Cell Glioblastoma|Adult Glioblastoma|Adult Gliosarcoma|Adult Mixed Glioma|Recurrent Adult Brain Neoplasm,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,116.0,1626,308,BIOLOGICAL,0,RANDOMIZED,TREATMENT,0,128.88,HIGH,NEUROLOGY,ACADEMIC_GOVT,4,162,5.34,4,1.68,0.2226,2.140221402214022,2.0,51,7.5,14,1,5
NCT00635726,TERMINATED,NO,Bladder Cancer,Hellenic Oncology Research Group,ALL,"ADULT, OLDER_ADULT",PHASE2,41.0,1827,7,DRUG,1,UNKNOWN,TREATMENT,0,37.8,MEDIUM,ONCOLOGY,INDUSTRY,10,158,7.12,3,10.8,0.1805,0.6732348111658457,1.7,42,3.5,10,1,0
NCT00578006,COMPLETED,NO,Cervical Cancer|Lung Cancer|Prostate Cancer|Vaginal Cancer|Ovarian Cancer|Breast Cancer|Bladder Cancer,Memorial Sloan Kettering Cancer Center,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,1007.0,4689,1,BEHAVIORAL,0,RANDOMIZED,UNKNOWN,0,26.67,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,6,49,5.8,2,1.61,0.5402,6.442738323736404,7.3,7,20.8,7,0,0
NCT04372706,TERMINATED,NO,"Solid Tumor, AML Adult",Rubius Therapeutics,ALL,"ADULT, OLDER_ADULT",PHASE2,69.0,938,11,DRUG,0,NON_RANDOMIZED,TREATMENT,0,35.58,MEDIUM,ONCOLOGY,INDUSTRY,4,128,4.56,1,2.42,0.2876,2.20682302771855,1.1,27,13.8,7,1,1
NCT00305084,COMPLETED,YES,Cancer,AGC Biologics S.p.A.,ALL,"ADULT, OLDER_ADULT",PHASE1,15.0,434,4,DRUG,0,NON_RANDOMIZED,TREATMENT,0,19.34,LOW,ONCOLOGY,INDUSTRY,1,54,7.75,1,2.58,0.3255,1.0368663594470047,6.2,13,4.5,7,1,0
NCT01998984,COMPLETED,YES,Actinic Keratosis,LEO Pharma,ALL,"ADULT, OLDER_ADULT",PHASE2,266.0,181,1,DRUG,0,RANDOMIZED,TREATMENT,2,24.81,MEDIUM,OTHER,INDUSTRY,0,108,5.5,1,0.5,0.4859,44.08839779005525,4.5,28,4.9,12,1,1
NCT02078752,TERMINATED,YES,Neoplasms|Triple-Negative Breast Cancer,Pfizer,ALL,"ADULT, OLDER_ADULT",PHASE1,60.0,1127,10,DRUG,0,UNKNOWN,TREATMENT,0,52.53,HIGH,ONCOLOGY,INDUSTRY,2,64,6.02,2,0.5,0.4865,1.5971606033717833,5.0,16,6.2,7,0,0
NCT00003038,COMPLETED,NO,"Adrenocortical Carcinoma|Breast Cancer|Colorectal Cancer|Prostate Cancer|Unspecified Adult Solid Tumor, Protocol Specific",Mayo Clinic,ALL,"ADULT, OLDER_ADULT",PHASE1,24.0,1918,1,DRUG,1,UNKNOWN,TREATMENT,0,23.77,MEDIUM,ONCOLOGY,INDUSTRY,0,52,4.38,2,1.51,0.2567,0.37539103232533894,2.1,20,3.1,12,0,4
NCT00036738,COMPLETED,YES,"Adult Acute Lymphoblastic Leukemia in Remission|Adult B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1|Blastic Phase|Childhood Acute Lymphoblastic Leukemia in Remission|Childhood B Acute Lymphoblastic Leukemia With t(9;22)(q34.1;q11.2); BCR-ABL1|Chronic Myelogenous Leukemia, BCR-ABL1 Positive|Chronic Phase of Disease|Recurrent Adult Acute Lymphoblastic Leukemia|Recurrent Childhood Acute Lymphoblastic Leukemia|Recurrent Disease",Fred Hutchinson Cancer Center,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,28.0,6136,3,DRUG,1,UNKNOWN,TREATMENT,0,103.95,HIGH,ONCOLOGY,ACADEMIC_GOVT,2,129,4.88,1,6.13,0.5165,0.13689700130378096,8.1,32,17.5,17,0,2
NCT03201458,COMPLETED,YES,Gallbladder Carcinoma|Metastatic Cholangiocarcinoma|Stage III Intrahepatic Cholangiocarcinoma AJCC v8|Stage IV Intrahepatic Cholangiocarcinoma AJCC v8|Unresectable Cholangiocarcinoma,National Cancer Institute (NCI),ALL,"ADULT, OLDER_ADULT",PHASE2,86.0,2202,41,DRUG,0,RANDOMIZED,TREATMENT,0,164.82,HIGH,ONCOLOGY,ACADEMIC_GOVT,6,125,4.92,4,4.68,0.4817,1.1716621253405994,2.8,35,19.9,11,1,1
NCT03376958,COMPLETED,NO,Relapsed and Refractory|Diffuse Large B Cell Lymphoma,Zhengzhou University,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,32.0,849,1,DRUG,0,UNKNOWN,TREATMENT,0,9.52,LOW,ONCOLOGY,ACADEMIC_GOVT,5,76,6.38,1,0.77,0.2455,1.1307420494699647,2.8,17,12.9,14,0,2
NCT06054048,COMPLETED,NO,Cancer|Chronic Heart Failure|Chronic Obstructive Pulmonary Disease|Palliative Care,University Hospital Muenster,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,34.0,1123,1,OTHER,1,RANDOMIZED,SUPPORTIVE_CARE,0,45.07,HIGH,CARDIOVASCULAR,ACADEMIC_GOVT,3,101,5.35,3,8.71,0.5861,0.9082813891362422,3.1,25,5.7,11,1,1
NCT05972720,TERMINATED,NO,Cancer|Relapsed/Refractory Large B-cell Lymphoma (LBCL),CARGO Therapeutics,ALL,"ADULT, OLDER_ADULT",PHASE2,101.0,612,31,DRUG,0,NON_RANDOMIZED,TREATMENT,0,30.51,MEDIUM,ONCOLOGY,INDUSTRY,3,110,7.68,3,0.5,0.2965,4.950980392156863,1.3,28,5.6,8,0,2
NCT00872482,TERMINATED,NO,Metastatic Non-Small Cell Lung Cancer,YM BioSciences,ALL,"ADULT, OLDER_ADULT",PHASE2,21.0,821,15,DRUG,1,RANDOMIZED,TREATMENT,3,24.5,MEDIUM,ONCOLOGY,INDUSTRY,1,133,4.81,3,0.5,0.475,0.7673568818514007,7.2,44,2.6,17,0,1
NCT02823860,COMPLETED,NO,Digestive Peritoneal Carcinomatosis,Hospices Civils de Lyon,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,2186.0,2435,1,OTHER,0,UNKNOWN,HEALTH_SERVICES_RESEARCH,0,12.05,LOW,ONCOLOGY,INDUSTRY,2,106,6.54,2,0.5,0.2708,26.932238193018478,3.2,18,12.3,17,0,2
NCT02221960,COMPLETED,NO,Recurrent or Metastatic Solid Tumors,MedImmune LLC,ALL,"ADULT, OLDER_ADULT",PHASE1,39.0,1022,8,BIOLOGICAL,0,NON_RANDOMIZED,TREATMENT,0,36.93,MEDIUM,ONCOLOGY,INDUSTRY,3,69,5.73,2,9.07,0.2642,1.1448140900195694,0.7,22,5.0,14,0,4
NCT00894413,COMPLETED,YES,Head and Neck Squamous Cell Carcinoma,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,ALL,"ADULT, OLDER_ADULT",PHASE2,45.0,1759,1,DRUG,1,RANDOMIZED,TREATMENT,2,27.64,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,5,117,4.16,2,1.03,0.4528,0.7674815235929505,14.5,32,15.5,13,1,0
NCT05727813,COMPLETED,NO,"Cancer, Treatment-Related|Tumor of Breast|Systemic Inflammatory Response|Stage I Breast Cancer",University of Roma La Sapienza,FEMALE,"ADULT, OLDER_ADULT",NOT_REPORTED,20.0,148,1,DEVICE,0,NON_RANDOMIZED,TREATMENT,2,35.62,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,0,87,7.35,3,0.5,0.2129,4.0540540540540535,6.4,24,15.1,16,0,1
NCT01625260,TERMINATED,YES,Non-muscle Invasive Bladder Cancer,Altor BioScience,ALL,"ADULT, OLDER_ADULT",PHASE2,12.0,2169,5,BIOLOGICAL,1,NON_RANDOMIZED,TREATMENT,0,57.17,HIGH,ONCOLOGY,INDUSTRY,9,109,7.15,1,1.21,0.3847,0.16597510373443983,1.0,48,5.0,15,1,6
NCT00138060,COMPLETED,NO,Metastatic Colorectal Cancer,Institut de Recherche Clinique sur les Cancers et le Sang,ALL,"ADULT, OLDER_ADULT",PHASE4,71.0,1279,6,DRUG,1,NON_RANDOMIZED,TREATMENT,0,12.46,LOW,ONCOLOGY,INDUSTRY,4,87,7.5,3,2.06,0.0864,1.6653635652853793,0.6,21,5.7,12,0,3
NCT01882660,TERMINATED,NO,Colon Cancer,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,10.0,1645,1,DRUG,0,UNKNOWN,BASIC_SCIENCE,0,34.41,MEDIUM,ONCOLOGY,INDUSTRY,8,108,4.77,3,1.4,0.1455,0.182370820668693,0.5,26,6.8,13,1,1
NCT01525082,COMPLETED,YES,Gastrinoma|Glucagonoma|Insulinoma|Pancreatic Polypeptide Tumor|Recurrent Islet Cell Carcinoma|Recurrent Pancreatic Cancer|Somatostatinoma|Stage III Pancreatic Cancer|Stage IV Pancreatic Cancer,Shaheen Shagufta,ALL,"ADULT, OLDER_ADULT",PHASE2,20.0,2586,1,DRUG,1,UNKNOWN,TREATMENT,0,29.49,MEDIUM,METABOLIC,INDUSTRY,1,98,4.87,2,1.27,0.412,0.23201856148491878,2.1,41,5.8,3,1,1
NCT01410513,COMPLETED,NO,Indolent Non-Hodgkin Lymphoma|Mantle Cell Lymphoma|Chronic Lymphocytic Leukemia,Sanofi,ALL,"ADULT, OLDER_ADULT",PHASE1,37.0,882,3,DRUG,0,NON_RANDOMIZED,TREATMENT,0,30.99,MEDIUM,ONCOLOGY,INDUSTRY,2,49,5.82,2,1.34,0.2209,1.2585034013605443,1.9,11,13.3,14,0,1
NCT03514550,COMPLETED,NO,Surgery|Renal Cancer,Meshalkin Research Institute of Pathology of Circulation,ALL,"ADULT, OLDER_ADULT",PHASE4,20.0,371,1,DRUG,0,RANDOMIZED,BASIC_SCIENCE,0,9.33,LOW,ONCOLOGY,ACADEMIC_GOVT,1,66,5.79,4,18.34,0.2946,1.6172506738544474,3.3,19,8.3,13,0,2
NCT01157091,COMPLETED,YES,Clear Cell Renal Cell Carcinoma|Recurrent Renal Cell Cancer|Stage IV Renal Cell Cancer,City of Hope Medical Center,ALL,"ADULT, OLDER_ADULT",PHASE2,28.0,1119,2,DRUG,0,UNKNOWN,TREATMENT,0,63.36,HIGH,ONCOLOGY,ACADEMIC_GOVT,4,96,6.27,2,7.56,0.4505,0.7506702412868633,1.6,24,18.4,18,0,3
NCT01394497,COMPLETED,NO,"Liver Failure|Liver Failure, Acute|Liver Diseases|Carcinoma, Hepatocellular|Liver Neoplasms",Azienda Ospedaliera di Padova,ALL,"ADULT, OLDER_ADULT",PHASE2,140.0,943,1,DRUG,0,RANDOMIZED,PREVENTION,1,26.51,MEDIUM,ONCOLOGY,INDUSTRY,3,123,4.14,1,16.6,0.2653,4.453870625662779,12.4,33,5.1,12,0,2
NCT05252390,TERMINATED,NO,Advanced Solid Tumor|Ovarian Cancer|Ovary Cancer|Cancer of Ovary|Cancer of the Ovary|Ovary Neoplasm|Pancreatic Cancer|Pancreas Cancer|Cancer of Pancreas|Cancer of the Pancreas|Pancreas Neoplasm|Prostate Cancer|Prostatic Cancer|Cancer of Prostate|Cancer of the Prostate|Prostate Neoplasm|Castrate Resistant Prostate Cancer|Castration Resistant Prostatic Cancer|Castration Resistant Prostatic Neoplasms|Triple-negative Breast Cancer|Triple Negative Breast Cancer|Triple Negative Breast Neoplasms|Breast Cancer|Breast Carcinoma|Cancer of Breast|Cancer of the Breast|Breast Tumor,Nuvation Bio Inc.,ALL,"ADULT, OLDER_ADULT",PHASE1,82.0,839,22,DRUG,0,NON_RANDOMIZED,TREATMENT,0,47.51,HIGH,ONCOLOGY,INDUSTRY,1,62,5.75,2,1.01,0.1776,2.9320619785458883,2.9,18,2.6,7,0,4
NCT01116297,COMPLETED,NO,Breast Cancer,Beth Israel Deaconess Medical Center,FEMALE,"ADULT, OLDER_ADULT",PHASE1,4.0,1127,1,DEVICE,0,NON_RANDOMIZED,DIAGNOSTIC,0,27.86,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,1,44,7.54,5,3.92,0.242,0.10647737355811888,12.6,10,33.2,11,1,0
NCT01687413,TERMINATED,YES,Oropharyngeal Neoplasms,Washington University School of Medicine,ALL,"ADULT, OLDER_ADULT",PHASE3,42.0,2472,2,RADIATION,1,RANDOMIZED,TREATMENT,0,46.09,HIGH,ONCOLOGY,ACADEMIC_GOVT,6,144,7.37,2,20.0,0.1895,0.5097087378640777,1.6,51,3.5,13,1,0
NCT01171482,TERMINATED,NO,"Carcinoma, Hepatocellular",Seoul National University Hospital,ALL,"ADULT, OLDER_ADULT",PHASE2,5.0,152,1,DRUG,0,NON_RANDOMIZED,TREATMENT,0,16.28,LOW,ONCOLOGY,ACADEMIC_GOVT,0,96,5.69,1,2.97,0.5472,0.986842105263158,6.5,31,12.6,12,0,2
NCT00005060,COMPLETED,NO,Gastric Cancer,Swiss Cancer Institute,ALL,"ADULT, OLDER_ADULT",PHASE3,240.0,2312,3,DRUG,0,RANDOMIZED,TREATMENT,0,55.82,HIGH,ONCOLOGY,ACADEMIC_GOVT,7,173,3.95,1,3.15,0.2231,3.114186851211073,7.3,65,15.5,20,1,2
NCT01855724,TERMINATED,NO,Cholangiocarcinoma|Gallbladder Carcinoma|Biliary Carcinoma,Hellenic Cooperative Oncology Group,ALL,"ADULT, OLDER_ADULT",PHASE2,29.0,1918,17,DRUG,1,UNKNOWN,TREATMENT,0,57.77,HIGH,ONCOLOGY,INDUSTRY,5,140,5.53,4,5.32,0.6297,0.45359749739311783,0.5,34,4.0,12,0,0
NCT01038024,COMPLETED,NO,Cancer,Roswell Park Cancer Institute,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,38.0,912,1,DIETARY_SUPPLEMENT,0,UNKNOWN,PREVENTION,0,15.3,LOW,ONCOLOGY,ACADEMIC_GOVT,0,68,7.73,5,4.83,0.3308,1.25,0.5,22,10.9,9,1,3
NCT02611024,COMPLETED,NO,Advanced Solid Tumors|Glioblastoma|Soft Tissue Sarcoma (Excluding GIST)|Endometrial Carcinoma|Epithelial Ovarian Carcinoma|Mesothelioma|Gastroenteropancreatic Neuroendocrine Tumor|SCLC|Gastric Carcinoma|Pancreatic Adenocarcinoma|Colorectal Carcinoma|Neuroendocrine Tumors,PharmaMar,ALL,"ADULT, OLDER_ADULT",PHASE2,316.0,3343,23,DRUG,0,NON_RANDOMIZED,TREATMENT,0,68.39,HIGH,ONCOLOGY,INDUSTRY,7,155,6.98,2,11.94,0.3007,2.8357762488782527,3.2,39,6.3,17,1,1
NCT04563013,COMPLETED,NO,"Breast Cancer|Cancer, Therapy-Related|Cancer-related Fatigue|Quality of Life",Xidian University,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,261.0,614,1,DEVICE,1,RANDOMIZED,TREATMENT,3,31.68,MEDIUM,ONCOLOGY,ACADEMIC_GOVT,4,99,7.78,2,3.15,0.1387,12.752442996742673,1.0,24,1.5,13,1,2
NCT02025413,COMPLETED,NO,Metastatic Progressive Castration-resistant Prostate Cancer|Metastatic Progressive Breast Cancer,Duke University,ALL,"ADULT, OLDER_ADULT",NOT_REPORTED,46.0,1491,1,DEVICE,1,NON_RANDOMIZED,DEVICE_FEASIBILITY,0,10.65,LOW,ONCOLOGY,ACADEMIC_GOVT,8,112,5.53,2,0.93,0.3125,0.9255533199195171,4.2,29,11.2,12,1,1
NCT00286013,COMPLETED,NO,"Locally Advanced and Unresectable, But Non-metastatic Pancreatic Adenocarcinoma or Cholangiocarcinoma","University Hospital, Ghent",ALL,"ADULT, OLDER_ADULT",PHASE2,24.0,1543,4,DRUG,0,NON_RANDOMIZED,TREATMENT,0,16.2,LOW,ONCOLOGY,ACADEMIC_GOVT,4,111,4.41,3,1.08,0.3808,0.4666234607906676,0.9,28,10.5,13,0,3
